ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0545502872688761,0.0294359410865884,0.0506396333245331,0.225053272824279,0.640320865495723
2,0.540175768913061,0.000546728505925106,0.0211318717046959,0.30988356011147,0.128262070764848
3,0.654651839820259,0.00665250719168504,0.0123416916915067,0.0539586345993195,0.272395326697229
4,0.357926639413441,0.0000000406628279471321,0.0270082070228643,0.311180970050607,0.30388414285026
5,0.276745545882591,0.000875114053051676,0.0532303226260087,0.431442000231187,0.237707017207162
6,0.226495135283526,0.00319154296636336,0.0544777708675701,0.506740525644494,0.209095025238046
7,0.208151664218667,0.0102414041568751,0.221788538761964,0.398048367184526,0.161770025677968
8,0.676427926104238,0.00524877343807657,0.00921855880731252,0.0430529713049724,0.266051770345401
9,0.66980275686971,0.00000000184224758887439,0.00441938313209073,0.257231284165217,0.0685465739907352
10,0.653448052073786,0.000943393901282801,0.0119340151071646,0.161440336637046,0.172234202280721
11,0.646145166690011,0.000755834445556698,0.011462574300586,0.155269640834296,0.18636678372955
12,0.0221358210866497,0.00427373662502875,0.159614576202203,0.360013332565219,0.4539625335209
13,0.761482085734967,0.0016855525265608,0.0102653933548908,0.105881607517576,0.120685360866006
14,0.504112921669005,0.00154176140317839,0.134631925371273,0.150735874969693,0.208977516586851
15,0.780584896412299,0.0012861420121682,0.00643091009165515,0.178757281941016,0.032940769542861
16,0.716561159445914,0.000942130500955318,0.00654561737135592,0.207720916714711,0.068230175967064
17,0.322818292762774,0.000770626720929754,0.0418734926718692,0.423326859978615,0.211210727865812
18,0.406867483183002,0.00000000281232124136457,0.0142194173900009,0.514019277551737,0.0648938190629384
19,0.403749912301273,0.00413364695379358,0.0308624195729242,0.198992374725115,0.362261646446895
20,0.0447297975767002,0.00783542887027247,0.240207453260464,0.0336958005266247,0.673531519765939
21,0.652326085307393,0.00224075063265069,0.0331520686274884,0.180563578432221,0.131717517000247
22,0.000000000000199724092853638,0.016060030258796,0.0377248965972823,0.00589347393417239,0.94032159920955
23,0.730984722936954,0.000834100596923502,0.0068223110476813,0.136960480065964,0.124398385352478
24,0.000000133034627562928,0.00929998879034772,0.0217530985528054,0.00479936192183834,0.964147417700381
25,0.764482555645915,0.000930108447181482,0.0061622640648346,0.111206905793973,0.117218166048096
26,0.598806747877847,0.00197068455931981,0.0348424529916817,0.00427022658906231,0.360109887982089
27,0.800209280004486,0.00371643008692841,0.00366160972135332,0.0118104011821036,0.180602279005129
28,0.0280535766104713,0.0161855207286648,0.169015600852161,0.0346927631701818,0.752052538638521
29,0.305324081595721,0.000879056652755081,0.0597185333829438,0.420073252361433,0.214005076007147
30,0.28951800928487,0.000941102331991376,0.0414628187336309,0.471071232460074,0.197006837189434
31,0.365892960616904,0.00104052893623643,0.131943010166056,0.0843684992195267,0.416755001061276
32,0.740390067229202,0.00315134346785021,0.00615259731881857,0.133938474842615,0.116367517141515
33,0.349357081088657,0.00151853116315948,0.154448593440108,0.0147640089818283,0.479911785326248
34,0.889387117577964,0.00324736587656883,0.00690190899140302,0.0435668054483989,0.0568968021056658
35,0.13730862420286,0.0270197653313956,0.0327830416006584,0.0527548502902745,0.750133718574812
36,0.581565368445784,0.000000020594092594592,0.0111963590182637,0.208704892503168,0.198533359438691
37,0.308170649709952,0.00668716335632634,0.143378838741109,0.0216832335282117,0.520080114664401
38,0.749310362620034,0.00116073373569623,0.00785060149060037,0.137014832793263,0.104663469360407
39,0.345599344746415,0.000808912509958937,0.0414397270234375,0.398369167960186,0.213782847760002
