ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0378717669404958,0.00866130144125137,0.0326908500988866,0.273617163262583,0.647158918256784
2,0.531783656791434,0.000143465648635275,0.0408995823229545,0.415628949405952,0.0115443458310243
3,0.698936549134232,0.00350268387169321,0.00816490991340557,0.0499232193155467,0.239472637765122
4,0.243909426046415,0.00245435818087217,0.0374973225394217,0.397112739174421,0.31902615405887
5,0.368013279900534,0.00193438571665175,0.0247107320244214,0.420615270776436,0.184726331581956
6,0.304371327409313,0.00182630379199963,0.0224967888663588,0.461647160887579,0.20965841904475
7,0.190910689797113,0.0123923262294112,0.390205078086228,0.158804449128757,0.247687456758491
8,0.719668525507733,0.00290640624756113,0.00483326539280441,0.043496306296997,0.229095496554904
9,0.570843150362319,0.00000378000070360517,0.0000752507208603089,0.424782231130553,0.00429558778556474
10,0.542901253178782,0.00197786524690746,0.0262460103876253,0.212810565342671,0.216064305844014
11,0.654263141370407,0.00176516512858327,0.00820519782500465,0.119538908600764,0.216227587075241
12,0.0334010571899371,0.00760342266594708,0.327917641986094,0.401379014694793,0.229698863463228
13,0.655682653140447,0.000739938719081268,0.00762872688410027,0.198918810429385,0.137029870826986
14,0.999937048372671,0.000000000702511112267439,0.0000033005627386235,0.0000596503620632694,0.0000000000000157419406535821
15,0.882246960923319,0.0000692288412968949,0.000690332254762845,0.0774164870453842,0.0395769909352366
16,0.821828586192372,0.000119065285760604,0.00157202700135903,0.129859096488737,0.0466212250317721
17,0.150208391297675,0.00207669336940073,0.0381740568574143,0.611384817120067,0.198156041355443
18,0.00114418619289584,0.0000432874883385096,0.0246337080064877,0.97417468734261,0.00000413096966837177
19,0.412960818460192,0.0084125954763381,0.0873094567371422,0.137410605906117,0.353906523420211
20,0.0000000358617124523188,0.00575980109362263,0.097876685625097,0.000173396792734285,0.896190080626834
21,0.579272132795977,0.00171919997996147,0.0391654230609231,0.278027037413437,0.101816206749701
22,0.0000000000000000000000000529427962944882,0.0352334750470277,0.0453925908551243,0.00127919770490722,0.918094736392941
23,0.604988938062889,0.0000395054581456272,0.00000527461882310652,0.224509656851094,0.170456625009048
24,0.000000000000000000000000266180705984339,0.020038741183078,0.0198826912079903,0.00109764591638583,0.958980921692546
25,0.743877066403734,0.000585404796460221,0.00140357160995558,0.143825536708739,0.110308420481111
26,0.766778817733551,0.00373512762740118,0.0215492934326183,0.0116212202046456,0.196315541001783
27,0.897208187522734,0.00052730147739272,0.000127116898089654,0.00519425801593114,0.0969431360858526
28,0.000670254193438662,0.00334834571278596,0.000469297259734005,0.00274001174685329,0.992772091087188
29,0.388701671949142,0.0039023346564736,0.0647671299515499,0.29736667983668,0.245262183606154
30,0.25066222612528,0.00171077664940539,0.0310308162927404,0.574197154052785,0.14239902687979
31,0.00686486176562939,0.00903610427943518,0.021072306350739,0.141007895236582,0.822018832367615
32,0.791125637892194,0.000228897863922823,0.000195905561517503,0.0888399384606526,0.119609620221713
33,0.029464616781257,0.0224728127936875,0.282077400139249,0.0330377174131628,0.632947452872643
34,0.947350639501704,0.0000677982623199562,0.000776667373715697,0.0409018870294742,0.0109030078327866
35,0.231778150414537,0.0173728011450467,0.0309376058886968,0.0549394426729325,0.664971999878787
36,0.400263522203668,0.00194652065656803,0.0127775354803996,0.274893381833795,0.310119039825569
37,0.0199027535292059,0.0166163062628878,0.297858658985413,0.0161141322317611,0.649508148990732
38,0.809671255919842,0.0003315313282635,0.00158546848846516,0.104643634990921,0.0837681092725076
39,0.316305411768161,0.0004930348082051,0.00183317364265954,0.594078349506916,0.0872900302740575
40,0.782521341608472,0.000000177164841557902,0.0000000250196502689585,0.205156309899978,0.0123221463070581
41,0.0644108336872183,0.00306512122870069,0.00601912029183277,0.24875009784794,0.677754826944308
42,0.000000000000000000000000223254287165794,0.0217352347212615,0.0281224683784301,0.00241135464769611,0.947730942252612
43,0.833410571022494,0.00117545316061361,0.00195962104049027,0.0384205290040254,0.125033825772376
