ID,Adoption,Died,Euthanasia,Return_to_owner,Transfer
1,0.0545502872692634,0.0294359410867347,0.0506396333252793,0.225053272824382,0.640320865494341
2,0.540175768912668,0.000546728505925169,0.0211318717039275,0.309883560111979,0.1282620707655
3,0.654651839822699,0.00665250719170592,0.0123416916914996,0.0539586345981348,0.272395326695961
4,0.357926652000747,0.00000000550311575649796,0.0270082079729843,0.311180980993763,0.30388415352939
5,0.2767455458808,0.000875114053046896,0.0532303226250564,0.431442000233149,0.237707017207948
6,0.226495135283995,0.00319154296637273,0.0544777708691996,0.506740525644539,0.209095025235895
7,0.208151664216552,0.0102414041567565,0.221788538774973,0.398048367173336,0.161770025678383
8,0.67642792610874,0.00524877343810941,0.00921855880722119,0.0430529713039958,0.266051770341934
9,0.669802757940636,0.00000000024932108901996,0.00441938313894728,0.257231284574058,0.0685465740970378
10,0.653448052076131,0.000943393901287134,0.0119340151067366,0.161440336637769,0.172234202278077
11,0.646145166693132,0.000755834445560688,0.0114625743003193,0.155269640835563,0.186366783725424
12,0.0221358210868086,0.00427373662504629,0.159614576201546,0.360013332566725,0.453962533519875
13,0.761482085738601,0.00168555252656926,0.0102653933546622,0.105881607518014,0.120685360862154
14,0.504112921673064,0.00154176140319074,0.134631925372862,0.150735874971224,0.20897751657966
15,0.780584896412101,0.00128614201216812,0.00643091009144284,0.178757281939579,0.0329407695447092
16,0.716561159449952,0.00094213050096105,0.00654561737124506,0.207720916716171,0.0682301759616714
17,0.322818292761915,0.000770626720928359,0.0418734926705237,0.423326859977533,0.2112107278691
18,0.406867484173634,0.000000000380606278259146,0.014219417424628,0.514019278802621,0.064893819218511
19,0.403749912301848,0.0041336469537998,0.0308624195724578,0.198992374724715,0.362261646447179
20,0.0447297975771084,0.00783542887030331,0.240207453266302,0.0336958005263523,0.673531519759934
21,0.652326085313432,0.00224075063267164,0.0331520686264867,0.180563578433076,0.131717516994333
22,0.000000000000000216597481042881,0.0160600302588179,0.0377248965967372,0.00589347393377894,0.940321599210666
23,0.730984722935933,0.000834100596922802,0.00682231104754622,0.136960480067703,0.124398385351895
